,season,player_id,faceOffWins
1023,20012002,8455653,0
1024,20012002,8455666,0
1025,20012002,8455738,2
1026,20012002,8455763,109
1027,20012002,8455805,0
1028,20012002,8455919,898
1029,20012002,8455984,1
1030,20012002,8456087,10
1031,20012002,8456100,658
1032,20012002,8456106,30
1033,20012002,8456121,153
1034,20012002,8456149,0
1035,20012002,8456153,0
1036,20012002,8456156,597
1037,20012002,8456283,0
1038,20012002,8456430,350
1039,20012002,8456464,9
1040,20012002,8456512,69
1041,20012002,8456514,0
1042,20012002,8456531,0
1043,20012002,8456533,0
1044,20012002,8456547,0
1045,20012002,8456556,2
1046,20012002,8456567,575
1047,20012002,8456588,1
1048,20012002,8456595,0
1049,20012002,8456729,4
1050,20012002,8456734,914
1051,20012002,8456760,650
1052,20012002,8456770,0
1053,20012002,8456793,1
1054,20012002,8456848,9
1055,20012002,8456849,55
1056,20012002,8456850,0
1057,20012002,8456852,0
1058,20012002,8456857,232
1059,20012002,8456887,10
1060,20012002,8456966,543
1061,20012002,8457003,0
1062,20012002,8457063,0
1063,20012002,8457191,1
1064,20012002,8457203,104
1065,20012002,8457222,0
1066,20012002,8457261,0
1067,20012002,8457264,0
1068,20012002,8457297,110
1069,20012002,8457319,157
1070,20012002,8457384,0
1071,20012002,8457403,0
1072,20012002,8457421,2
1073,20012002,8457491,212
1074,20012002,8457566,1
1075,20012002,8457646,11
1076,20012002,8457661,0
1077,20012002,8457681,0
1078,20012002,8457704,5
1079,20012002,8457783,0
1080,20012002,8457785,2
1081,20012002,8457921,138
1082,20012002,8457981,3
1083,20012002,8458031,2
1084,20012002,8458036,3
1085,20012002,8458048,0
1086,20012002,8458052,0
1087,20012002,8458058,0
1088,20012002,8458069,601
1089,20012002,8458125,0
1090,20012002,8458155,123
1091,20012002,8458172,0
1092,20012002,8458179,0
1093,20012002,8458192,305
1094,20012002,8458202,0
1095,20012002,8458229,38
1096,20012002,8458361,552
1097,20012002,8458385,272
1098,20012002,8458454,0
1099,20012002,8458468,0
1100,20012002,8458477,80
1101,20012002,8458487,817
1102,20012002,8458494,0
1103,20012002,8458515,929
1104,20012002,8458517,1
1105,20012002,8458518,2
1106,20012002,8458519,1
1107,20012002,8458522,0
1108,20012002,8458523,0
1109,20012002,8458524,119
1110,20012002,8458525,600
1111,20012002,8458526,455
1112,20012002,8458527,0
1113,20012002,8458529,81
1114,20012002,8458530,1
1115,20012002,8458532,10
1116,20012002,8458534,9
1117,20012002,8458536,79
1118,20012002,8458537,10
1119,20012002,8458540,2
1120,20012002,8458541,0
1121,20012002,8458542,0
1122,20012002,8458543,0
1123,20012002,8458544,0
1124,20012002,8458546,0
1125,20012002,8458549,0
1126,20012002,8458554,748
1127,20012002,8458557,3
1128,20012002,8458560,0
1129,20012002,8458561,910
1130,20012002,8458565,87
1131,20012002,8458566,3
1132,20012002,8458572,36
1133,20012002,8458573,489
1134,20012002,8458575,0
1135,20012002,8458582,0
1136,20012002,8458585,0
1137,20012002,8458590,12
1138,20012002,8458595,0
1139,20012002,8458600,0
1140,20012002,8458605,280
1141,20012002,8458617,67
1142,20012002,8458620,1
1143,20012002,8458628,69
1144,20012002,8458636,1
1145,20012002,8458637,0
1146,20012002,8458638,30
1147,20012002,8458641,1
1148,20012002,8458645,4
1149,20012002,8458650,129
